************************************************
 ***********************************************
           Epsoc_phonon_along_Z
************************************************
************************************************
 Hamiltonian: H = H_k + \lambda * X1 * i sigma_y J^x + X2 * i sigma_x J^y

 ####################################
 #####  Monte Carlo parameter  #####
 ####################################
 nbin  =               5
 measurements in one_bin              2
 warmup  =              10
 meas_interval  =               1
 meas_timerange  =               0
 total_iterations  =              20
 number of mpi_blocks  =               4
 number of cores per block  =               2
 global update is not used

####################################
 #######  Physical parameter  #######
####################################
 lattice_dimension =            2
 Lt    =             960
 dtau  =    0.100000000000000
 Beta  = dtau*Lt =   96.000000000000000
 lambda, el-phonon coupling =    0.900000000000000
Anti-aidabatic limit, M = 0.0
 disorder =    0.000000000000000
 filling  =    0.500000000000000
 N_up = N_down  =              64

List of observables, averages and errors
 Description: 
   e_PE = -U/2 * (n_up + n_down)^2 = -U/2*(n_up+n_down) - U*n_up*n_down
#--observables--#
  
Name            Index           Average             Error            LError
 
BF_KE               1       10.27964817        0.27893766        0.23576391
  
BF_PE               1       10.00000000        0.00000000        0.00000000
  
BF_X                1        0.04594612        0.14699108        0.25314751
  
#-----------------------------------------------------------
BFx_BFx             1       10.23423152        0.48689863        0.73902566
BFx_BFx             2        0.15689922        0.38643578        0.29063650
BFx_BFx             3       -0.31316150        0.31894562        0.46801697
BFx_BFx             4        0.04626091        0.29133565        0.12547947
BFx_BFx             5       -0.29657247        0.30509412        0.13035346
BFx_BFx             6        0.04626091        0.29133565        0.12547947
BFx_BFx             7       -0.31316150        0.31894562        0.46801697
BFx_BFx             8        0.15689922        0.38643578        0.29063650
BFx_BFx             9       -0.57721670        0.39628102        0.31127640
BFx_BFx            10        0.11399192        0.27011053        0.59486150
BFx_BFx            11        0.02945712        0.37081956        0.31234590
BFx_BFx            12       -0.33981214        0.37350368        0.05678020
BFx_BFx            13        0.37492858        0.30365518        0.24420398
BFx_BFx            14       -0.27592662        0.21471018        0.06063998
BFx_BFx            15       -0.21666813        0.16432224        0.25396927
BFx_BFx            16       -0.24668662        0.19914557        0.46772846
BFx_BFx            17       -0.20755265        0.40994013        0.63570089
BFx_BFx            18       -0.01308353        0.19726403        0.35891025
BFx_BFx            19       -0.97972921        0.35956416        0.22287295
BFx_BFx            20        0.00746304        0.32653807        0.66572266
BFx_BFx            21       -0.20941759        0.29531846        0.06250391
BFx_BFx            22        0.02955362        0.21809162        0.01715959
BFx_BFx            23        0.49818892        0.33636438        0.03265435
BFx_BFx            24       -0.12670463        0.32152360        0.11584522
BFx_BFx            25        0.10263258        0.28101022        0.06626772
BFx_BFx            26        0.30994865        0.20828971        0.12500129
BFx_BFx            27        0.58101919        0.31910147        0.32373680
BFx_BFx            28       -0.00983924        0.29989610        0.17978535
BFx_BFx            29       -0.23346663        0.26153033        0.15136802
BFx_BFx            30        0.65552317        0.29824958        0.06859995
BFx_BFx            31       -0.12969617        0.36899709        0.05750597
BFx_BFx            32        0.12783735        0.32367767        0.57030263
BFx_BFx            33        0.44410857        0.62313389        0.03649972
BFx_BFx            34       -0.17744077        0.28914400        0.59712150
BFx_BFx            35       -0.34635650        0.32963658        0.36740048
BFx_BFx            36       -0.09802035        0.21951002        0.28619162
BFx_BFx            37        0.24289269        0.41925836        0.67389286
BFx_BFx            38       -0.09802035        0.21951002        0.28619162
BFx_BFx            39       -0.34635650        0.32963658        0.36740048
BFx_BFx            40       -0.17744077        0.28914400        0.59712150
BFx_BFx            41        0.10263258        0.28101022        0.06626772
BFx_BFx            42        0.12783735        0.32367767        0.57030263
BFx_BFx            43       -0.12969617        0.36899709        0.05750597
BFx_BFx            44        0.65552317        0.29824958        0.06859995
BFx_BFx            45       -0.23346663        0.26153033        0.15136802
BFx_BFx            46       -0.00983924        0.29989610        0.17978535
BFx_BFx            47        0.58101919        0.31910147        0.32373680
BFx_BFx            48        0.30994865        0.20828971        0.12500129
BFx_BFx            49       -0.20755265        0.40994013        0.63570089
BFx_BFx            50       -0.12670463        0.32152360        0.11584522
BFx_BFx            51        0.49818892        0.33636438        0.03265435
BFx_BFx            52        0.02955362        0.21809162        0.01715959
BFx_BFx            53       -0.20941759        0.29531846        0.06250391
BFx_BFx            54        0.00746304        0.32653807        0.66572266
BFx_BFx            55       -0.97972921        0.35956416        0.22287295
BFx_BFx            56       -0.01308353        0.19726403        0.35891025
BFx_BFx            57       -0.57721670        0.39628102        0.31127640
BFx_BFx            58       -0.24668662        0.19914557        0.46772846
BFx_BFx            59       -0.21666813        0.16432224        0.25396927
BFx_BFx            60       -0.27592662        0.21471018        0.06063998
BFx_BFx            61        0.37492858        0.30365518        0.24420398
BFx_BFx            62       -0.33981214        0.37350368        0.05678020
BFx_BFx            63        0.02945712        0.37081956        0.31234590
BFx_BFx            64        0.11399192        0.27011053        0.59486150
  
#-----------------------------------------------------------
BFx_BFx_k           1        0.16790604        0.02929163        0.00232891
BFx_BFx_k           2       -0.29148681        0.03214665        0.00992216
BFx_BFx_k           3        0.02119243        0.02606189        0.00861486
BFx_BFx_k           4       -0.05532406        0.02923714        0.02470567
BFx_BFx_k           5        0.49763775        0.02954120        0.03442243
BFx_BFx_k           6       -0.05532406        0.02923714        0.02470567
BFx_BFx_k           7        0.02119243        0.02606189        0.00861486
BFx_BFx_k           8       -0.29148681        0.03214665        0.00992216
BFx_BFx_k           9        0.18474023        0.02003519        0.01037398
BFx_BFx_k          10       -0.29470950        0.03560414        0.00153654
BFx_BFx_k          11       -0.01516106        0.02274116        0.01208419
BFx_BFx_k          12       -0.05953902        0.02857737        0.03626066
