************************************************
 ***********************************************
           Epsoc_phonon_along_Z
************************************************
************************************************
 Hamiltonian: H = H_k + \lambda * X1 * i sigma_y J^x + X2 * i sigma_x J^y

 ####################################
 #####  Monte Carlo parameter  #####
 ####################################
 nbin  =               5
 measurements in one_bin              2
 warmup  =              10
 meas_interval  =               1
 meas_timerange  =               0
 total_iterations  =              20
 number of mpi_blocks  =               4
 number of cores per block  =               2
 global update is not used

####################################
 #######  Physical parameter  #######
####################################
 lattice_dimension =            2
 Lt    =             960
 dtau  =    0.100000000000000
 Beta  = dtau*Lt =   96.000000000000000
 lambda, el-phonon coupling =    0.500000000000000
Anti-aidabatic limit, M = 0.0
 disorder =    0.000000000000000
 filling  =    0.500000000000000
 N_up = N_down  =              64

List of observables, averages and errors
 Description: 
   e_PE = -U/2 * (n_up + n_down)^2 = -U/2*(n_up+n_down) - U*n_up*n_down
#--observables--#
  
Name            Index           Average             Error            LError
 
BF_KE               1        9.12060515        0.40504072        0.00000000
  
BF_PE               1       10.00000000        0.00000000        0.00000000
  
BF_X                1       -0.20188270        0.12857048        0.00000000
  
#-----------------------------------------------------------
BFx_BFx             1        9.43757611        0.42442143        0.00000000
BFx_BFx             2        0.68050622        0.25095697        0.00000000
BFx_BFx             3        0.28032432        0.18486761        0.00000000
BFx_BFx             4       -0.30339438        0.14223395        0.00000000
BFx_BFx             5       -0.07611783        0.37008197        0.00000000
BFx_BFx             6       -0.30339438        0.14223395        0.00000000
BFx_BFx             7        0.28032432        0.18486761        0.00000000
BFx_BFx             8        0.68050622        0.25095697        0.00000000
BFx_BFx             9        0.18585386        0.25671933        0.00000000
BFx_BFx            10       -0.28862057        0.24053626        0.00000000
BFx_BFx            11       -0.08133413        0.30008247        0.00000000
BFx_BFx            12        0.25175359        0.14192141        0.00000000
BFx_BFx            13        0.52159359        0.36312359        0.00000000
BFx_BFx            14       -0.56470333        0.17051509        0.00000000
BFx_BFx            15        0.12087408        0.17482573        0.00000000
BFx_BFx            16       -0.18431442        0.14280559        0.00000000
BFx_BFx            17       -0.33660205        0.11706839        0.00000000
BFx_BFx            18       -0.61843732        0.18231784        0.00000000
BFx_BFx            19        0.33423094        0.14002197        0.00000000
BFx_BFx            20        0.09468212        0.22164861        0.00000000
BFx_BFx            21        0.63331080        0.07135368        0.00000000
BFx_BFx            22        0.27937869        0.25828035        0.00000000
BFx_BFx            23        0.11295429        0.17410004        0.00000000
BFx_BFx            24       -0.89093964        0.21358712        0.00000000
BFx_BFx            25        0.28388864        0.13630028        0.00000000
BFx_BFx            26       -0.18994676        0.23121637        0.00000000
BFx_BFx            27       -0.27016807        0.25032934        0.00000000
BFx_BFx            28       -0.10348547        0.15100823        0.00000000
BFx_BFx            29        0.16635171        0.18921644        0.00000000
BFx_BFx            30       -0.07145037        0.19682985        0.00000000
BFx_BFx            31        0.74420729        0.21316350        0.00000000
BFx_BFx            32        0.36209356        0.16870069        0.00000000
BFx_BFx            33       -0.11210240        0.29933699        0.00000000
BFx_BFx            34       -0.18924266        0.20924863        0.00000000
BFx_BFx            35       -0.65917546        0.33810119        0.00000000
BFx_BFx            36       -0.47213238        0.25572826        0.00000000
BFx_BFx            37       -0.53044377        0.30228371        0.00000000
BFx_BFx            38       -0.47213238        0.25572826        0.00000000
BFx_BFx            39       -0.65917546        0.33810119        0.00000000
BFx_BFx            40       -0.18924266        0.20924863        0.00000000
BFx_BFx            41        0.28388864        0.13630028        0.00000000
BFx_BFx            42        0.36209356        0.16870069        0.00000000
BFx_BFx            43        0.74420729        0.21316350        0.00000000
BFx_BFx            44       -0.07145037        0.19682985        0.00000000
BFx_BFx            45        0.16635171        0.18921644        0.00000000
BFx_BFx            46       -0.10348547        0.15100823        0.00000000
BFx_BFx            47       -0.27016807        0.25032934        0.00000000
BFx_BFx            48       -0.18994676        0.23121637        0.00000000
BFx_BFx            49       -0.33660205        0.11706839        0.00000000
BFx_BFx            50       -0.89093964        0.21358712        0.00000000
BFx_BFx            51        0.11295429        0.17410004        0.00000000
BFx_BFx            52        0.27937869        0.25828035        0.00000000
BFx_BFx            53        0.63331080        0.07135368        0.00000000
BFx_BFx            54        0.09468212        0.22164861        0.00000000
BFx_BFx            55        0.33423094        0.14002197        0.00000000
BFx_BFx            56       -0.61843732        0.18231784        0.00000000
BFx_BFx            57        0.18585386        0.25671933        0.00000000
BFx_BFx            58       -0.18431442        0.14280559        0.00000000
BFx_BFx            59        0.12087408        0.17482573        0.00000000
BFx_BFx            60       -0.56470333        0.17051509        0.00000000
BFx_BFx            61        0.52159359        0.36312359        0.00000000
BFx_BFx            62        0.25175359        0.14192141        0.00000000
BFx_BFx            63       -0.08133413        0.30008247        0.00000000
BFx_BFx            64       -0.28862057        0.24053626        0.00000000
  
#-----------------------------------------------------------
BFx_BFx_k           1        0.13730620        0.02281143        0.00000000
BFx_BFx_k           2       -0.21833764        0.01177548        0.00000000
BFx_BFx_k           3       -0.03780440        0.01300254        0.00000000
