************************************************
 ***********************************************
           Epsoc_phonon_along_Z
************************************************
************************************************
 Hamiltonian: H = H_k + \lambda * X1 * i sigma_y J^x + X2 * i sigma_x J^y

 ####################################
 #####  Monte Carlo parameter  #####
 ####################################
 nbin  =               5
 measurements in one_bin              2
 warmup  =              10
 meas_interval  =               1
 meas_timerange  =               0
 total_iterations  =              20
 number of mpi_blocks  =               4
 number of cores per block  =               2
 global update is not used

####################################
 #######  Physical parameter  #######
####################################
 lattice_dimension =            2
 Lt    =             960
 dtau  =    0.100000000000000
 Beta  = dtau*Lt =   96.000000000000000
 lambda, el-phonon coupling =    0.700000000000000
Anti-aidabatic limit, M = 0.0
 disorder =    0.000000000000000
 filling  =    0.500000000000000
 N_up = N_down  =              64

List of observables, averages and errors
 Description: 
   e_PE = -U/2 * (n_up + n_down)^2 = -U/2*(n_up+n_down) - U*n_up*n_down
#--observables--#
  
Name            Index           Average             Error            LError
 
BF_KE               1       10.44168322        0.27522428        0.00000000
  
BF_PE               1       10.00000000        0.00000000        0.00000000
  
BF_X                1        0.15738956        0.08771481        0.00000000
  
#-----------------------------------------------------------
BFx_BFx             1       11.44733803        0.66399236        0.00000000
BFx_BFx             2        0.87986586        0.26208978        0.00000000
BFx_BFx             3        0.41075160        0.34738083        0.00000000
BFx_BFx             4        0.22453557        0.59755820        0.00000000
BFx_BFx             5        1.62376041        0.39164998        0.00000000
BFx_BFx             6        0.22453557        0.59755820        0.00000000
BFx_BFx             7        0.41075160        0.34738083        0.00000000
BFx_BFx             8        0.87986586        0.26208978        0.00000000
BFx_BFx             9       -0.29445946        0.39476736        0.00000000
BFx_BFx            10       -0.38786253        0.24962786        0.00000000
BFx_BFx            11       -0.10338175        0.40065108        0.00000000
BFx_BFx            12       -0.34920230        0.33597360        0.00000000
BFx_BFx            13        0.00007989        0.46989543        0.00000000
BFx_BFx            14       -0.03282648        0.35264716        0.00000000
BFx_BFx            15       -1.13398548        0.40065329        0.00000000
BFx_BFx            16       -0.18894007        0.14029703        0.00000000
BFx_BFx            17       -1.05168515        0.41313547        0.00000000
BFx_BFx            18       -0.09738946        0.34133042        0.00000000
BFx_BFx            19       -0.52794256        0.36321827        0.00000000
BFx_BFx            20       -0.55516378        0.32973419        0.00000000
BFx_BFx            21       -0.48080745        0.37332560        0.00000000
BFx_BFx            22       -0.05293293        0.44073380        0.00000000
BFx_BFx            23       -0.01814611        0.35719937        0.00000000
BFx_BFx            24       -0.60339960        0.32307247        0.00000000
BFx_BFx            25        0.42384594        0.22064264        0.00000000
BFx_BFx            26        0.92097581        0.44599711        0.00000000
BFx_BFx            27        0.68423411        0.26588538        0.00000000
BFx_BFx            28        0.32752006        0.34591999        0.00000000
BFx_BFx            29       -0.71170382        0.31651698        0.00000000
BFx_BFx            30        0.75481010        0.46309228        0.00000000
BFx_BFx            31        1.24978473        0.22140730        0.00000000
BFx_BFx            32        0.09991254        0.21226328        0.00000000
BFx_BFx            33       -0.06520379        0.49775409        0.00000000
BFx_BFx            34       -0.09162985        0.27622514        0.00000000
BFx_BFx            35       -1.01595392        0.32828520        0.00000000
BFx_BFx            36       -0.05225713        0.25357809        0.00000000
BFx_BFx            37       -1.25282083        0.41287479        0.00000000
BFx_BFx            38       -0.05225713        0.25357809        0.00000000
BFx_BFx            39       -1.01595392        0.32828520        0.00000000
BFx_BFx            40       -0.09162985        0.27622514        0.00000000
BFx_BFx            41        0.42384594        0.22064264        0.00000000
BFx_BFx            42        0.09991254        0.21226328        0.00000000
