************************************************
 ***********************************************
           Epsoc_phonon_along_Z
************************************************
************************************************
 Hamiltonian: H = H_k + \lambda * X1 * i sigma_y J^x + X2 * i sigma_x J^y

 ####################################
 #####  Monte Carlo parameter  #####
 ####################################
 nbin  =               5
 measurements in one_bin              2
 warmup  =              10
 meas_interval  =               1
 meas_timerange  =               0
 total_iterations  =              20
 number of mpi_blocks  =               4
 number of cores per block  =               2
 global update is not used

####################################
 #######  Physical parameter  #######
####################################
 lattice_dimension =            2
 Lt    =             960
 dtau  =    0.100000000000000
 Beta  = dtau*Lt =   96.000000000000000
 lambda, el-phonon coupling =    1.100000000000000
Anti-aidabatic limit, M = 0.0
 disorder =    0.000000000000000
 filling  =    0.500000000000000
 N_up = N_down  =              64

List of observables, averages and errors
 Description: 
   e_PE = -U/2 * (n_up + n_down)^2 = -U/2*(n_up+n_down) - U*n_up*n_down
#--observables--#
  
Name            Index           Average             Error            LError
 
BF_KE               1       11.66623193        0.31824408        0.00000000
  
BF_PE               1       10.00000000        0.00000000        0.00000000
  
BF_X                1        0.00063896        0.03855302        0.00000000
  
#-----------------------------------------------------------
BFx_BFx             1       13.89673688        0.58176702        0.00000000
BFx_BFx             2       -0.01324509        0.41186475        0.00000000
BFx_BFx             3       -0.22643980        0.29241386        0.00000000
BFx_BFx             4        2.01813243        0.57809382        0.00000000
BFx_BFx             5        0.67745020        0.55823940        0.00000000
BFx_BFx             6        2.01813243        0.57809382        0.00000000
BFx_BFx             7       -0.22643980        0.29241386        0.00000000
BFx_BFx             8       -0.01324509        0.41186475        0.00000000
BFx_BFx             9       -1.72558568        0.25345617        0.00000000
BFx_BFx            10       -1.02728848        0.29442465        0.00000000
BFx_BFx            11        0.53088069        0.49422830        0.00000000
BFx_BFx            12       -1.07459088        0.33725073        0.00000000
BFx_BFx            13        0.61008362        0.45069983        0.00000000
BFx_BFx            14       -0.78695121        0.36878879        0.00000000
BFx_BFx            15       -2.09891936        0.28478263        0.00000000
BFx_BFx            16       -0.46901776        0.36280959        0.00000000
BFx_BFx            17       -0.66286498        0.47776835        0.00000000
