     sbatch-job-name       sbatch-partition            sbatch-nodes     sbatch-ntasks-per-node     sbatch-qos          template        env-model         env-nblock       warmup   nbin_per_core   nmeas_per_bin    print_loop        lat_size            beta      filling          ep_parameter           omega          jump_distance            global_update_distance             global_update         BC_phase          offset
     L10O2                  intel-sc3,intel-sc3-32c           4                    32                  huge                EPSOC         EPSOC              8              20000        20              1000               500       (10,10)         [40:8:96]            0.5                    0.5                2.00            1                          2.0                                 .true.             0,0                0.0    
     L10BCO2                  intel-sc3,intel-sc3-32c           4                    32                  huge                EPSOC         EPSOC              8              20000        20              1000               500       (10,10)       [40:8:96]         0.5                0.5               2.00                1                        2.0                                 .true.             1,1                 0.0
