        0.88147438        0.81523267        0.81518287        0.89521185
        1.63629676        1.62697150        1.63607185        0.32896048
       -0.11763293       -0.06699859        0.00072519        0.05174356
        0.77926917        0.67227406        0.67322284        0.83227751
       -0.50399797       -0.40263411       -0.35622126       -0.45099795
        0.49558255        0.37483717        0.35612446        0.43697918
       -0.46225932       -0.38527292       -0.32909905       -0.40680833
        0.45409540        0.30496408        0.35280836        0.40860918
       -0.46225932       -0.38527292       -0.32909905       -0.40680833
        0.49558255        0.37483717        0.35612446        0.43697918
       -0.50399797       -0.40263411       -0.35622126       -0.45099795
       -0.50275949       -0.42164697       -0.42034941       -0.43623052
        0.49054512        0.40120052        0.35667631        0.43413125
       -0.47469534       -0.37130097       -0.32987024       -0.38827185
        0.49698976        0.36573716        0.32432525        0.40621580
       -0.46563897       -0.36015400       -0.39852791       -0.49325066
        0.44892905        0.35326437        0.33487100        0.46788865
       -0.50769999       -0.40343056       -0.33790374       -0.44541246
        0.48379434        0.41841746        0.35395598        0.44314923
        0.48889716        0.36192437        0.38511436        0.43109621
       -0.53424477       -0.39650827       -0.34797733       -0.40481506
        0.49366818        0.38685690        0.36169874        0.39938887
       -0.40971256       -0.34374671       -0.30032278       -0.39830518
        0.46522155        0.37302885        0.32963448        0.42134541
       -0.44856959       -0.32549691       -0.28649072       -0.39046511
        0.48793345        0.33987433        0.34877840        0.44029955
       -0.50560122       -0.39819153       -0.38167884       -0.46045071
       -0.46471195       -0.36539929       -0.34533298       -0.39343437
        0.48118721        0.38088639        0.33253898        0.38353047
       -0.48263630       -0.36790713       -0.36572303       -0.42633285
        0.51140149        0.38955676        0.39539004        0.46202856
       -0.50056490       -0.39377626       -0.38158249       -0.54766933
        0.51952195        0.34088089        0.33529754        0.44191151
       -0.43940267       -0.38787787       -0.37587172       -0.42644905
        0.55180490        0.40017029        0.35486129        0.37888079
        0.53604009        0.39179419        0.40514850        0.50659986
       -0.51082386       -0.37004353       -0.36389896       -0.44886867
        0.49129662        0.39723970        0.35275969        0.38350526
       -0.49843840       -0.42244270       -0.39301974       -0.45520740
        0.43694873        0.38899576        0.28436546        0.37516166
       -0.49843840       -0.42244270       -0.39301974       -0.45520740
        0.49129662        0.39723970        0.35275969        0.38350526
       -0.51082386       -0.37004353       -0.36389896       -0.44886867
       -0.46471195       -0.36539929       -0.34533298       -0.39343437
        0.55180490        0.40017029        0.35486129        0.37888079
       -0.43940267       -0.38787787       -0.37587172       -0.42644905
        0.51952195        0.34088089        0.33529754        0.44191151
       -0.50056490       -0.39377626       -0.38158249       -0.54766933
        0.51140149        0.38955676        0.39539004        0.46202856
       -0.48263630       -0.36790713       -0.36572303       -0.42633285
        0.48118721        0.38088639        0.33253898        0.38353047
        0.48889716        0.36192437        0.38511436        0.43109621
       -0.50560122       -0.39819153       -0.38167884       -0.46045071
        0.48793345        0.33987433        0.34877840        0.44029955
       -0.44856959       -0.32549691       -0.28649072       -0.39046511
        0.46522155        0.37302885        0.32963448        0.42134541
       -0.40971256       -0.34374671       -0.30032278       -0.39830518
        0.49366818        0.38685690        0.36169874        0.39938887
       -0.53424477       -0.39650827       -0.34797733       -0.40481506
       -0.50275949       -0.42164697       -0.42034941       -0.43623052
        0.48379434        0.41841746        0.35395598        0.44314923
       -0.50769999       -0.40343056       -0.33790374       -0.44541246
        0.44892905        0.35326437        0.33487100        0.46788865
       -0.46563897       -0.36015400       -0.39852791       -0.49325066
        0.49698976        0.36573716        0.32432525        0.40621580
       -0.47469534       -0.37130097       -0.32987024       -0.38827185
        0.49054512        0.40120052        0.35667631        0.43413125
        0.49130335        0.38370997        0.35917717        0.43639514
        0.01329036        0.01181065        0.01146889        0.00184606
        0.00368924        0.00392560        0.00904951        0.01367849
        0.00152687        0.00113096        0.00488427        0.00290700
        0.00018951        0.00280681        0.01251310        0.00929172
        0.00152687        0.00113096        0.00488427        0.00290700
        0.00368924        0.00392560        0.00904951        0.01367849
        0.01329036        0.01181065        0.01146889        0.00184606
        0.00108667        0.00374433        0.00246026        0.00703663
        0.00639971        0.00893593        0.00709448        0.01440918
        0.00285416        0.00663155        0.01182966        0.00526733
        0.00508945        0.00492439        0.00165274        0.00256676
        0.01012330        0.00283176        0.00906794        0.00617050
        0.00307989        0.00579290        0.00170643        0.00410668
