        1.22051178        1.27375004        1.30070631        1.23752197
        1.07562557        1.77117047        0.20563583        0.30232176
       -0.00149086       -0.12170246       -0.12790655       -0.01545219
        1.21931689        1.28025414        1.30609876        1.26376938
       -0.62699478       -0.74004773       -0.74995958       -0.56260247
        0.76396604        0.82855117        0.80667256        0.68235448
       -0.65824781       -0.78630880       -0.76962548       -0.68996927
        0.62907691        0.80047209        0.71840396        0.49485465
       -0.65824781       -0.78630880       -0.76962548       -0.68996927
        0.76396604        0.82855117        0.80667256        0.68235448
       -0.62699478       -0.74004773       -0.74995958       -0.56260247
       -0.78595836       -0.78303762       -0.72071363       -0.61296882
        0.67126352        0.75681871        0.73525877        0.61787648
       -0.63246955       -0.74907143       -0.77166766       -0.63648262
        0.69840870        0.78643027        0.79263785        0.63326032
       -0.59328130       -0.64767917       -0.59903897       -0.48964511
        0.60278685        0.65620688        0.63254562        0.50237648
       -0.72098341       -0.82671992       -0.71905119       -0.55549795
        0.59484128        0.72730329        0.66975591        0.53348927
        0.68917293        0.72440565        0.69607565        0.51530349
       -0.76881894       -0.90098359       -0.83309665       -0.63583419
        0.69013641        0.75192768        0.71560316        0.63939852
       -0.69121444       -0.74809180       -0.69875189       -0.58019682
        0.69152825        0.72718036        0.63129717        0.56267032
       -0.67232317       -0.77243781       -0.69646925       -0.45926968
        0.65934628        0.72742623        0.63082831        0.46644008
       -0.71544297       -0.78162878       -0.68135981       -0.51838919
       -0.65915717       -0.81361818       -0.78558348       -0.62257350
        0.64525360        0.72897386        0.65823648        0.60768632
       -0.65550338       -0.77742938       -0.78365581       -0.63545333
        0.75017508        0.82984054        0.83220388        0.67477191
       -0.62948212       -0.80291357       -0.82690682       -0.64750867
        0.75444618        0.79039446        0.75181941        0.63163987
       -0.57492509       -0.67156033       -0.65732429       -0.56711222
        0.69512105        0.79971464        0.72624876        0.49903643
        0.77263074        0.82722322        0.74135113        0.63877374
       -0.61948594       -0.67335700       -0.64791593       -0.44762146
        0.69145013        0.83153110        0.79409804        0.60684622
       -0.80334479       -0.80900335       -0.78036540       -0.74908780
        0.67863637        0.65919310        0.59940432        0.50079637
       -0.80334479       -0.80900335       -0.78036540       -0.74908780
        0.69145013        0.83153110        0.79409804        0.60684622
       -0.61948594       -0.67335700       -0.64791593       -0.44762146
       -0.65915717       -0.81361818       -0.78558348       -0.62257350
        0.69512105        0.79971464        0.72624876        0.49903643
       -0.57492509       -0.67156033       -0.65732429       -0.56711222
        0.75444618        0.79039446        0.75181941        0.63163987
       -0.62948212       -0.80291357       -0.82690682       -0.64750867
        0.75017508        0.82984054        0.83220388        0.67477191
       -0.65550338       -0.77742938       -0.78365581       -0.63545333
        0.64525360        0.72897386        0.65823648        0.60768632
        0.68917293        0.72440565        0.69607565        0.51530349
       -0.71544297       -0.78162878       -0.68135981       -0.51838919
        0.65934628        0.72742623        0.63082831        0.46644008
       -0.67232317       -0.77243781       -0.69646925       -0.45926968
        0.69152825        0.72718036        0.63129717        0.56267032
       -0.69121444       -0.74809180       -0.69875189       -0.58019682
        0.69013641        0.75192768        0.71560316        0.63939852
       -0.76881894       -0.90098359       -0.83309665       -0.63583419
       -0.78595836       -0.78303762       -0.72071363       -0.61296882
        0.59484128        0.72730329        0.66975591        0.53348927
       -0.72098341       -0.82671992       -0.71905119       -0.55549795
        0.60278685        0.65620688        0.63254562        0.50237648
       -0.59328130       -0.64767917       -0.59903897       -0.48964511
        0.69840870        0.78643027        0.79263785        0.63326032
       -0.63246955       -0.74907143       -0.77166766       -0.63648262
        0.67126352        0.75681871        0.73525877        0.61787648
        0.68923000        0.77294264        0.73366864        0.59476439
        0.01107560        0.01305554        0.01035452        0.00475946
        0.00967595        0.00369339        0.00197949        0.00344317
        0.02405653        0.01614411        0.02151739        0.02676977
        0.00371943        0.00497130        0.00515297        0.01082014
        0.02405653        0.01614411        0.02151739        0.02676977
        0.00967595        0.00369339        0.00197949        0.00344317
        0.01107560        0.01305554        0.01035452        0.00475946
        0.00275582        0.00435464        0.00550392        0.00705645
        0.01251990        0.00618376        0.00213636        0.00064034
        0.00357666        0.00264081        0.00342171        0.00353492
        0.00331317        0.00085475        0.00475358        0.00362357
        0.02362761        0.01142325        0.00590995        0.00913934
        0.00861783        0.00628894        0.00578994        0.00821940
        0.00286835        0.00230179        0.00202402        0.00415792
        0.02097192        0.01717500        0.02958649        0.04005463
        0.00735427        0.00994652        0.02024326        0.02531489
        0.00362992        0.00412123        0.00097225        0.00184061
        0.00427497        0.00443056        0.00147218        0.00936799
        0.00790366        0.00785375        0.00835718        0.02665435
        0.01608715        0.02209809        0.01785646        0.00934044
        0.02846787        0.02776616        0.02238758        0.02866997
        0.00592477        0.00502299        0.00483514        0.00236708
        0.00305761        0.00109396        0.00578827        0.00543668
        0.00558737        0.01678106        0.02235557        0.02049966
        0.00639822        0.00224773        0.00143270        0.00870091
        0.00716491        0.02543794        0.02789806        0.01025062
        0.00141496        0.00217050        0.00466365        0.00352796
        0.00191411        0.00421293        0.01053658        0.01143396
        0.00418081        0.00226970        0.00268333        0.00867428
        0.00214601        0.00713632        0.00781860        0.01130888
        0.00461389        0.00177862        0.00467245        0.00542608
        0.02272646        0.01371063        0.00475311        0.00305318
        0.00598814        0.00613903        0.01504233        0.00674015
        0.00442610        0.00228918        0.00194550        0.00480880
        0.00134997        0.00480273        0.00678567        0.01249052
        0.01375292        0.00519962        0.00107578        0.00662607
        0.00134997        0.00480273        0.00678567        0.01249052
        0.00442610        0.00228918        0.00194550        0.00480880
        0.00598814        0.00613903        0.01504233        0.00674015
        0.00558737        0.01678106        0.02235557        0.02049966
        0.00461389        0.00177862        0.00467245        0.00542608
        0.00214601        0.00713632        0.00781860        0.01130888
        0.00418081        0.00226970        0.00268333        0.00867428
        0.00191411        0.00421293        0.01053658        0.01143396
        0.00141496        0.00217050        0.00466365        0.00352796
        0.00716491        0.02543794        0.02789806        0.01025062
        0.00639822        0.00224773        0.00143270        0.00870091
        0.00735427        0.00994652        0.02024326        0.02531489
        0.00305761        0.00109396        0.00578827        0.00543668
        0.00592477        0.00502299        0.00483514        0.00236708
        0.02846787        0.02776616        0.02238758        0.02866997
        0.01608715        0.02209809        0.01785646        0.00934044
        0.00790366        0.00785375        0.00835718        0.02665435
        0.00427497        0.00443056        0.00147218        0.00936799
        0.00362992        0.00412123        0.00097225        0.00184061
        0.00275582        0.00435464        0.00550392        0.00705645
        0.02097192        0.01717500        0.02958649        0.04005463
        0.00286835        0.00230179        0.00202402        0.00415792
        0.00861783        0.00628894        0.00578994        0.00821940
        0.02362761        0.01142325        0.00590995        0.00913934
        0.00331317        0.00085475        0.00475358        0.00362357
        0.00357666        0.00264081        0.00342171        0.00353492
        0.01251990        0.00618376        0.00213636        0.00064034
        0.67645914        0.79355534        0.71009148        0.70337846
       -0.75259760       -0.78978681       -0.77017350       -0.73629766
        0.57458002        0.75581326        0.70156892        0.61017137
       -0.69954900       -0.73581977       -0.75724258       -0.68961892
        0.62809633        0.72600531        0.68140531        0.61044595
       -0.71383759       -0.79532866       -0.68369020       -0.61927458
        0.75450450        0.80054041        0.71270019        0.61106710
       -0.68872135       -0.66023252       -0.67583427       -0.52828191
       -0.66072820       -0.75834775       -0.74692657       -0.60534221
        0.72961171        0.83042463        0.79228103        0.64000124
