        0.38315506        0.35668202        0.39569071        0.45428610        0.45897872
        4.28996344        2.75581690        1.89225033        0.79770342        1.38555667
       -0.07801036       -0.09635574       -0.15119797       -0.13379070       -0.05294737
        0.51365537        0.34931774        0.52197755        0.66065917        0.65893359
       -0.35429150       -0.17068095       -0.31390210       -0.46529669       -0.42684395
        0.39399510        0.23619559        0.39441228        0.51534368        0.49406280
       -0.36714306       -0.18460647       -0.31241438       -0.43843892       -0.41791216
        0.39471427        0.21989984        0.39923124        0.53908611        0.50985243
       -0.36714306       -0.18460647       -0.31241438       -0.43843892       -0.41791216
        0.39399510        0.23619559        0.39441228        0.51534368        0.49406280
       -0.35429150       -0.17068095       -0.31390210       -0.46529669       -0.42684395
       -0.36191412       -0.18676502       -0.32733377       -0.45647911       -0.41837358
        0.37271695        0.19751703        0.35753405        0.49370773        0.45158370
       -0.35730207       -0.18041111       -0.33066488       -0.47741995       -0.44384971
        0.40037928        0.22494523        0.39642031        0.50601138        0.48935240
       -0.36900985       -0.18622429       -0.34638863       -0.48288898       -0.46369208
        0.38897200        0.20792710        0.37369100        0.48555081        0.43310238
       -0.36422782       -0.18961644       -0.33967419       -0.47820772       -0.46382815
        0.40862911        0.23134913        0.40118455        0.51340693        0.46025421
        0.37680630        0.20347022        0.34851829        0.46244142        0.43383641
       -0.38967728       -0.22287255       -0.36477336       -0.45800287       -0.44158762
        0.40348351        0.22587425        0.35220476        0.47617760        0.45031914
       -0.37367007       -0.20201407       -0.35171009       -0.46051030       -0.42643524
        0.37231986        0.19994967        0.32217274        0.44373611        0.41128345
       -0.38578013       -0.21940628       -0.36673451       -0.48421607       -0.45993365
        0.38305991        0.20637043        0.34784809        0.48002287        0.42999410
       -0.40792444       -0.23798063       -0.37916020       -0.48068170       -0.46038726
       -0.37758042       -0.18965451       -0.34771073       -0.47194465       -0.46355545
        0.36417984        0.19001929        0.35094857        0.45495187        0.43732496
       -0.39803403       -0.22246230       -0.36830708       -0.46888386       -0.44523470
        0.34372009        0.16868296        0.33107482        0.45721884        0.41354743
       -0.41118104       -0.23334777       -0.38589073       -0.49855238       -0.45447175
        0.37413477        0.21031824        0.36060373        0.47089212        0.42814904
       -0.38725143       -0.20701858       -0.37842511       -0.49207896       -0.45536227
        0.37838494        0.20861831        0.34906524        0.45832910        0.41016654
        0.38397488        0.21731807        0.37541788        0.46147593        0.43828321
       -0.39433222       -0.20970192       -0.36310396       -0.48052603       -0.46821497
        0.36414784        0.20892748        0.35595498        0.47738039        0.44510517
       -0.40128567       -0.22092677       -0.35877057       -0.49615359       -0.45452735
        0.36653982        0.20680252        0.37243011        0.48101654        0.44965951
       -0.40128567       -0.22092677       -0.35877057       -0.49615359       -0.45452735
        0.36414784        0.20892748        0.35595498        0.47738039        0.44510517
       -0.39433222       -0.20970192       -0.36310396       -0.48052603       -0.46821497
       -0.37758042       -0.18965451       -0.34771073       -0.47194465       -0.46355545
        0.37838494        0.20861831        0.34906524        0.45832910        0.41016654
       -0.38725143       -0.20701858       -0.37842511       -0.49207896       -0.45536227
        0.37413477        0.21031824        0.36060373        0.47089212        0.42814904
       -0.41118104       -0.23334777       -0.38589073       -0.49855238       -0.45447175
        0.34372009        0.16868296        0.33107482        0.45721884        0.41354743
       -0.39803403       -0.22246230       -0.36830708       -0.46888386       -0.44523470
        0.36417984        0.19001929        0.35094857        0.45495187        0.43732496
