************************************************
 ***********************************************
           Epsoc_phonon_along_Z
************************************************
************************************************
 Hamiltonian: H = H_k + \lambda * X1 * i sigma_y J^x + X2 * i sigma_x J^y

 ####################################
 #####  Monte Carlo parameter  #####
 ####################################
 nbin  =               4
 measurements in one_bin              4
 warmup  =              20
 meas_interval  =               1
 meas_timerange  =               0
 total_iterations  =              36
 number of mpi_blocks  =               4
 number of cores per block  =               1
 global update is used

####################################
 #######  Physical parameter  #######
####################################
 lattice_dimension =            2
 Lt    =             960
 dtau  =    0.100000000000000
 Beta  = dtau*Lt =   96.000000000000000
 lambda, el-phonon coupling =    1.000000000000000
 omega   =    1.600000000000000
 M   =    0.390625000000000
 K   =    1.000000000000000
 U_eff = lam^2/omega^2   =    1.000000000000000
 disorder =    0.000000000000000
 filling  =    0.500000000000000
 N_up = N_down  =              64

List of observables, averages and errors
 Description: 
   e_PE = -U/2 * (n_up + n_down)^2 = -U/2*(n_up+n_down) - U*n_up*n_down
#--observables--#
  
Name            Index           Average             Error
 
BF_KE               1        1.25812253        0.01801978
  
BF_PE               1        0.83868841        0.36675455
  
BF_X                1       -0.06663801        0.03372693
  
#-----------------------------------------------------------
BFx_BFx             1        1.26735979        0.01822997
BFx_BFx             2       -0.66990114        0.04535403
BFx_BFx             3        0.77038606        0.03226281
BFx_BFx             4       -0.72603784        0.03086111
BFx_BFx             5        0.66070190        0.06542851
BFx_BFx             6       -0.72603784        0.03086111
BFx_BFx             7        0.77038606        0.03226281
BFx_BFx             8       -0.66990114        0.04535403
BFx_BFx             9       -0.72566961        0.04046794
BFx_BFx            10        0.69530437        0.03156133
BFx_BFx            11       -0.69742281        0.03664300
BFx_BFx            12        0.72768429        0.03812589
BFx_BFx            13       -0.58241114        0.03324166
BFx_BFx            14        0.59847896        0.03384683
BFx_BFx            15       -0.70556312        0.05598976
BFx_BFx            16        0.63134744        0.04241821
BFx_BFx            17        0.65623943        0.04759299
BFx_BFx            18       -0.78468334        0.05647813
BFx_BFx            19        0.69926644        0.02364251
BFx_BFx            20       -0.67956374        0.03544221
BFx_BFx            21        0.65316902        0.03607573
BFx_BFx            22       -0.65012498        0.06709864
BFx_BFx            23        0.62101022        0.05536421
BFx_BFx            24       -0.67420519        0.05595400
BFx_BFx            25       -0.72023308        0.04677883
BFx_BFx            26        0.66003756        0.02535527
BFx_BFx            27       -0.71301047        0.03922450
BFx_BFx            28        0.77174785        0.03752711
BFx_BFx            29       -0.72670280        0.05129368
BFx_BFx            30        0.73207498        0.03461537
BFx_BFx            31       -0.61773048        0.02717203
BFx_BFx            32        0.68003022        0.06419177
BFx_BFx            33        0.74499471        0.03960371
BFx_BFx            34       -0.59709508        0.05102479
BFx_BFx            35        0.73098137        0.05088076
BFx_BFx            36       -0.78545033        0.01361080
BFx_BFx            37        0.60950754        0.03996628
BFx_BFx            38       -0.78545033        0.01361080
BFx_BFx            39        0.73098137        0.05088076
BFx_BFx            40       -0.59709508        0.05102479
BFx_BFx            41       -0.72023308        0.04677883
BFx_BFx            42        0.68003022        0.06419177
BFx_BFx            43       -0.61773048        0.02717203
BFx_BFx            44        0.73207498        0.03461537
