************************************************
 ***********************************************
           Epsoc_phonon_along_Z
************************************************
************************************************
 Hamiltonian: H = H_k + \lambda * X1 * i sigma_y J^x + X2 * i sigma_x J^y

 ####################################
 #####  Monte Carlo parameter  #####
 ####################################
 nbin  =               4
 measurements in one_bin              4
 warmup  =              20
 meas_interval  =               1
 meas_timerange  =               0
 total_iterations  =              36
 number of mpi_blocks  =               4
 number of cores per block  =               1
 global update is used

####################################
 #######  Physical parameter  #######
####################################
 lattice_dimension =            2
 Lt    =             960
 dtau  =    0.100000000000000
 Beta  = dtau*Lt =   96.000000000000000
 lambda, el-phonon coupling =    1.000000000000000
 omega   =    1.200000000000000
 M   =    0.694444444444444
 K   =    1.000000000000000
 U_eff = lam^2/omega^2   =    1.000000000000000
 disorder =    0.000000000000000
 filling  =    0.500000000000000
 N_up = N_down  =              64

List of observables, averages and errors
 Description: 
   e_PE = -U/2 * (n_up + n_down)^2 = -U/2*(n_up+n_down) - U*n_up*n_down
#--observables--#
  
Name            Index           Average             Error
 
BF_KE               1        0.64030581        0.00734712
  
BF_PE               1        1.08023270        0.51551789
  
BF_X                1       -0.00619083        0.02918049
  
#-----------------------------------------------------------
BFx_BFx             1        0.58184318        0.02304893
BFx_BFx             2       -0.23433285        0.01150010
BFx_BFx             3        0.30708156        0.01655721
BFx_BFx             4       -0.34828841        0.02789182
BFx_BFx             5        0.25670768        0.03262056
BFx_BFx             6       -0.34828841        0.02789182
BFx_BFx             7        0.30708156        0.01655721
BFx_BFx             8       -0.23433285        0.01150010
BFx_BFx             9       -0.32261948        0.02450916
BFx_BFx            10        0.31149858        0.02916757
BFx_BFx            11       -0.27828280        0.01015862
BFx_BFx            12        0.34624887        0.02837109
BFx_BFx            13       -0.28063408        0.01412639
BFx_BFx            14        0.30166478        0.03224734
BFx_BFx            15       -0.35388634        0.01637532
BFx_BFx            16        0.29080075        0.00672478
BFx_BFx            17        0.28339168        0.02723996
BFx_BFx            18       -0.36661733        0.01084169
BFx_BFx            19        0.27245781        0.02212840
BFx_BFx            20       -0.32225388        0.01935950
BFx_BFx            21        0.32447931        0.01100095
BFx_BFx            22       -0.27577428        0.01619685
BFx_BFx            23        0.35198105        0.01826285
BFx_BFx            24       -0.26730407        0.03343030
BFx_BFx            25       -0.32692351        0.02080348
BFx_BFx            26        0.29114427        0.02302605
BFx_BFx            27       -0.33228185        0.01099417
BFx_BFx            28        0.31335303        0.02265546
BFx_BFx            29       -0.30840977        0.02239243
BFx_BFx            30        0.32906622        0.02593477
BFx_BFx            31       -0.26373485        0.01979371
BFx_BFx            32        0.31727068        0.02834385
BFx_BFx            33        0.29721962        0.04984759
BFx_BFx            34       -0.32583116        0.01256266
BFx_BFx            35        0.29940849        0.02282911
BFx_BFx            36       -0.31441022        0.02249439
BFx_BFx            37        0.29561212        0.02975095
BFx_BFx            38       -0.31441022        0.02249439
