************************************************
 ***********************************************
           Epsoc_phonon_along_Z
************************************************
************************************************
 Hamiltonian: H = H_k + \lambda * X1 * i sigma_y J^x + X2 * i sigma_x J^y

 ####################################
 #####  Monte Carlo parameter  #####
 ####################################
 nbin  =               4
 measurements in one_bin              4
 warmup  =              20
 meas_interval  =               1
 meas_timerange  =               0
 total_iterations  =              36
 number of mpi_blocks  =               4
 number of cores per block  =               1
 global update is used

####################################
 #######  Physical parameter  #######
####################################
 lattice_dimension =            2
 Lt    =             960
 dtau  =    0.100000000000000
 Beta  = dtau*Lt =   96.000000000000000
 lambda, el-phonon coupling =    1.000000000000000
 omega   =    1.000000000000000
 M   =    1.000000000000000
 K   =    1.000000000000000
 U_eff = lam^2/omega^2   =    1.000000000000000
 disorder =    0.000000000000000
 filling  =    0.500000000000000
 N_up = N_down  =              64

List of observables, averages and errors
 Description: 
   e_PE = -U/2 * (n_up + n_down)^2 = -U/2*(n_up+n_down) - U*n_up*n_down
#--observables--#
  
Name            Index           Average             Error
 
BF_KE               1        0.52701803        0.02695910
  
BF_PE               1        0.77413588        0.16722012
  
BF_X                1       -0.21159173        0.00886759
  
#-----------------------------------------------------------
BFx_BFx             1        0.50846173        0.06325194
BFx_BFx             2       -0.19318891        0.04532472
BFx_BFx             3        0.28961375        0.04848857
BFx_BFx             4       -0.21015062        0.04184893
BFx_BFx             5        0.24350734        0.05298434
BFx_BFx             6       -0.21015062        0.04184893
BFx_BFx             7        0.28961375        0.04848857
BFx_BFx             8       -0.19318891        0.04532472
BFx_BFx             9       -0.20173205        0.05725687
BFx_BFx            10        0.25175543        0.04915512
BFx_BFx            11       -0.22195193        0.05194638
BFx_BFx            12        0.23626912        0.05269795
BFx_BFx            13       -0.24214740        0.04891678
BFx_BFx            14        0.18972438        0.04503981
BFx_BFx            15       -0.27060142        0.05510038
BFx_BFx            16        0.23817920        0.04000643
BFx_BFx            17        0.25291628        0.05253960
BFx_BFx            18       -0.21745028        0.04720871
BFx_BFx            19        0.27761720        0.05373686
BFx_BFx            20       -0.20622253        0.04707860
BFx_BFx            21        0.27302827        0.05251090
BFx_BFx            22       -0.21647163        0.04502441
BFx_BFx            23        0.22304869        0.04151643
BFx_BFx            24       -0.20168335        0.04609603
BFx_BFx            25       -0.29206385        0.05329964
BFx_BFx            26        0.18274777        0.04474986
BFx_BFx            27       -0.27263653        0.04534999
BFx_BFx            28        0.20430856        0.04953389
BFx_BFx            29       -0.26693838        0.04748643
BFx_BFx            30        0.22934660        0.04102705
BFx_BFx            31       -0.28384920        0.04516559
BFx_BFx            32        0.22561523        0.04130552
BFx_BFx            33        0.21524981        0.05532455
BFx_BFx            34       -0.22012216        0.05245074
BFx_BFx            35        0.24549718        0.06015924
BFx_BFx            36       -0.26490084        0.05471387
BFx_BFx            37        0.24768409        0.04608040
BFx_BFx            38       -0.26490084        0.05471387
BFx_BFx            39        0.24549718        0.06015924
BFx_BFx            40       -0.22012216        0.05245074
BFx_BFx            41       -0.29206385        0.05329964
BFx_BFx            42        0.22561523        0.04130552
BFx_BFx            43       -0.28384920        0.04516559
BFx_BFx            44        0.22934660        0.04102705
BFx_BFx            45       -0.26693838        0.04748643
BFx_BFx            46        0.20430856        0.04953389
BFx_BFx            47       -0.27263653        0.04534999
BFx_BFx            48        0.18274777        0.04474986
BFx_BFx            49        0.25291628        0.05253960
BFx_BFx            50       -0.20168335        0.04609603
BFx_BFx            51        0.22304869        0.04151643
BFx_BFx            52       -0.21647163        0.04502441
BFx_BFx            53        0.27302827        0.05251090
BFx_BFx            54       -0.20622253        0.04707860
BFx_BFx            55        0.27761720        0.05373686
BFx_BFx            56       -0.21745028        0.04720871
BFx_BFx            57       -0.20173205        0.05725687
BFx_BFx            58        0.23817920        0.04000643
BFx_BFx            59       -0.27060142        0.05510038
BFx_BFx            60        0.18972438        0.04503981
BFx_BFx            61       -0.24214740        0.04891678
BFx_BFx            62        0.23626912        0.05269795
BFx_BFx            63       -0.22195193        0.05194638
BFx_BFx            64        0.25175543        0.04915512
  
#-----------------------------------------------------------
BFx_BFx_k           1        0.24091345        0.04841448
BFx_BFx_k           2        0.00193789        0.00076889
BFx_BFx_k           3        0.00160818        0.00061624
BFx_BFx_k           4        0.00311575        0.00150205
BFx_BFx_k           5        0.02290490        0.00397126
BFx_BFx_k           6        0.00311575        0.00150205
BFx_BFx_k           7        0.00160818        0.00061624
BFx_BFx_k           8        0.00193789        0.00076889
BFx_BFx_k           9        0.00101881        0.00026463
BFx_BFx_k          10        0.00482460        0.00119524
BFx_BFx_k          11        0.00231586        0.00079579
BFx_BFx_k          12        0.00157169        0.00026837
BFx_BFx_k          13        0.00285763        0.00110153
BFx_BFx_k          14        0.00080730        0.00032577
BFx_BFx_k          15        0.00169689        0.00028687
BFx_BFx_k          16        0.00559016        0.00192461
BFx_BFx_k          17        0.00507771        0.00100108
BFx_BFx_k          18        0.00131691        0.00030074
BFx_BFx_k          19        0.00194378        0.00088071
BFx_BFx_k          20        0.00154832        0.00039539
BFx_BFx_k          21        0.00216929        0.00035518
BFx_BFx_k          22        0.00954615        0.00065393
BFx_BFx_k          23        0.00099759        0.00019527
BFx_BFx_k          24        0.00463513        0.00037753
BFx_BFx_k          25        0.00566561        0.00161858
